symbol,Date,Open,High,Low,Close,Adj Close,Volume
nio,10/6/2020,21.709999,21.940001,20.6,20.67,20.67,73217100
nio,10/7/2020,21.059999,21.77,20.790001,21.559999,21.559999,59354300
nio,10/8/2020,22.049999,22.450001,21.290001,21.440001,21.440001,77719600
nio,10/9/2020,21.620001,21.74,21.32,21.469999,21.469999,37329000
nio,10/12/2020,21.879999,22.18,21.549999,21.85,21.85,45476800
nio,10/13/2020,21.860001,21.969999,21.17,21.620001,21.620001,42581500
nio,10/14/2020,23.98,26.959999,23.73,26.5,26.5,382663200
nio,10/15/2020,27.200001,29.23,25.780001,28.07,28.07,385210600
nio,10/16/2020,29.18,29.4,27.940001,28.48,28.48,186764700
nio,10/19/2020,28.209999,28.559999,27.219999,27.629999,27.629999,115708700
nio,10/20/2020,27.42,28.299999,27.049999,27.959999,27.959999,105233400
nio,10/21/2020,27.9,28.43,27.389999,27.860001,27.860001,65357900
nio,10/22/2020,28.15,28.280001,26.809999,27.379999,27.379999,72173300
nio,10/23/2020,27.370001,27.42,26.48,27.16,27.16,51784000
nio,10/26/2020,26.610001,27.35,25.459999,26.01,26.01,72610300
nio,10/27/2020,26.209999,28.459999,26.030001,28.440001,28.440001,104257700
nio,10/28/2020,27.92,28.1,26.51,27.51,27.51,89374900
nio,10/29/2020,28.52,32.200001,28.32,31.99,31.99,214034700
nio,10/30/2020,31.389999,31.59,30.030001,30.58,30.58,136607400
nio,11/2/2020,33.950001,34.939999,31.68,33.32,33.32,265719900
nio,11/3/2020,33.57,35.869999,32.779999,35.5,35.5,217608100
nio,11/4/2020,37.439999,39.75,35.82,37.709999,37.709999,339385900
nio,11/5/2020,38.779999,42.490002,38.25,42.349998,42.349998,302472600
nio,11/6/2020,41.09,43.299999,40.049999,41.630001,41.630001,288784300
nio,11/9/2020,41.650002,45.290001,40.380001,44.02,44.02,218733300
nio,11/10/2020,44.5,45.200001,38.110001,41.549999,41.549999,237403600
nio,11/11/2020,39.709999,43.23,38.639999,43.080002,43.080002,179581200
nio,11/12/2020,44.48,49.349998,43.950001,48.299999,48.299999,345932900
nio,11/13/2020,51.290001,54.200001,40.549999,44.560001,44.560001,577185100
nio,11/16/2020,41.119999,45.849998,41.099998,45.580002,45.580002,306209100
nio,11/17/2020,47.57,49.369999,44.959999,46.59,46.59,345578500
nio,11/18/2020,45.75,46.720001,42.5,45.060001,45.060001,271678300
nio,11/19/2020,45.360001,48.919998,44.68,48.450001,48.450001,233779100
nio,11/20/2020,48.27,50.59,47.880001,49.25,49.25,209106300
nio,11/23/2020,50.860001,55.700001,50.48,55.380001,55.380001,270203000
nio,11/24/2020,56.990002,57.200001,51.5,53.509998,53.509998,243669700
nio,11/25/2020,49.98,53.990002,49.25,53.689999,53.689999,204508500
nio,11/27/2020,54.860001,55.549999,52.599998,54,54,105795100
nio,11/30/2020,54.209999,54.389999,48.18,50.529999,50.529999,179765400
nio,12/1/2020,52.02,52.099998,44.049999,45.360001,45.360001,248227000
nio,12/2/2020,40.16,48,38.43,47.98,47.98,313028300
nio,12/3/2020,47.900002,48.650002,45.209999,45.349998,45.349998,173424000
nio,12/4/2020,44.66,45.16,41.650002,43.040001,43.040001,191969900
nio,12/7/2020,42.5,46.32,42.41,45.110001,45.110001,165048500
nio,12/8/2020,47.209999,48.299999,45.669998,46.560001,46.560001,115799600
nio,12/9/2020,47.080002,47.200001,42.959999,44.009998,44.009998,121387900
nio,12/10/2020,42.439999,45.669998,41.889999,45.220001,45.220001,107376800
