date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
3/1/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,4,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/2/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,4,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/3/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,6,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/4/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,18,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/5/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,27,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/6/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,40,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/7/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,50,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/8/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,58,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/9/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,77,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/10/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,,90,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/11/2020,US,AK,,2,,,iso1:us#iso2:us-ak,,,2,139,,,,,,,,,,,,,,,,0,,,,,,,0,,,,
3/12/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1,0,2,216,,,,,,,,,,1,,,,0,,0.019528142,,,,,,,0,,,0,
3/13/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1,0,3,355,,,,,,,,,,0,,,,0.010989011,,0.019528142,,1.737403109,1.086168164,,,,0,,,0,
3/14/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1,0,3,423,,,,,,,,,,0,,,,0.012356575,,0.019528142,,1.72791832,0.933021614,,,,0,,,0,
3/15/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1,0,3,537,,,,,,,,,,0,,,,0.014403292,,0.019528142,,1.71544818,0.838471888,,,,0,,,0,
3/16/2020,US,AK,,2,,,iso1:us#iso2:us-ak,3,0,8,745,,,,,,,,,,2,,,,0.012418687,,0.058584425,,1.699326724,0.808484735,,,,0,,,0,
3/17/2020,US,AK,,2,,,iso1:us#iso2:us-ak,6,0,14,1063,,,,,,,,,,3,,,,0.014184397,,0.117168849,,1.679599261,0.762218039,,,,0,,,0,
3/18/2020,US,AK,,2,,,iso1:us#iso2:us-ak,9,0,26,1538,,,,,,,,,,3,,,,0.016865777,,0.175753274,,1.655938434,0.728633812,,,,0,,,0,
3/19/2020,US,AK,,2,,,iso1:us#iso2:us-ak,12,0,32,1975,,,,,,,,,,3,,,,0.016769145,,0.214809557,,1.628113098,0.696251776,,,,0,,,0,
3/20/2020,US,AK,,2,,,iso1:us#iso2:us-ak,14,0,45,2353,,,,,,,,,,2,,,,0.020588235,,0.25386584,,1.596019174,0.659328472,,,,0,,,0,
3/21/2020,US,AK,,2,,,iso1:us#iso2:us-ak,21,0,53,2527,,,,,,,,,,7,,,,0.022758941,,0.39056283,,1.559905066,0.617792193,,,,0,,,0,
3/22/2020,US,AK,,2,,,iso1:us#iso2:us-ak,22,0,59,2677,,,,,,,,,,1,,,,0.024167807,,0.410090972,,1.520243157,0.588827081,,,,0,,,0,
3/23/2020,US,AK,,2,,,iso1:us#iso2:us-ak,36,0,79,3131,,,,,,,,,,14,,,,0.028897029,,0.64442867,,1.477180244,0.566617257,,,,0,,,0,
3/24/2020,US,AK,,2,,,iso1:us#iso2:us-ak,42,0,90,3574,,,,,,,,,,6,,,,0.029377658,,0.703013095,,1.431686382,0.533562183,,,,0,,,0,
3/25/2020,US,AK,,2,,,iso1:us#iso2:us-ak,59,0,107,4241,,,,,,,,,,17,,,,0.029094828,,0.976407076,,1.384413939,0.512567545,,,,0,,,0,
3/26/2020,US,AK,,2,,,iso1:us#iso2:us-ak,69,0,119,4620,,,,,,,,,,10,,,,0.031844802,,1.113104066,,1.335152177,0.497920678,,,,3,,,0,
3/27/2020,US,AK,,2,,,iso1:us#iso2:us-ak,85,1,131,5019,,,,,,,,,,16,,,,0.03125,,1.386498048,,1.284140497,0.478005465,,,,3,,,1,
3/28/2020,US,AK,,2,,,iso1:us#iso2:us-ak,102,1,142,5512,,,,,,,,,,17,,,,0.028952505,,1.581779463,,1.23438583,0.463500887,,,,3,,,0,
3/29/2020,US,AK,,2,,,iso1:us#iso2:us-ak,114,2,149,5932,,,,,,,,,,12,,,,0.02690583,,1.79658902,,1.185968205,0.460157343,,,,3,,,1,
3/30/2020,US,AK,,2,,,iso1:us#iso2:us-ak,120,2,166,6467,,,,,,,,,,6,,,,0.025416301,,1.640363887,,1.140523671,0.450182039,,,,3,,,0,
3/31/2020,US,AK,,2,,,iso1:us#iso2:us-ak,133,2,194,6962,,,,,,,,,,13,,,,0.02978236,,1.777060878,,1.098095124,0.439336095,,,,3,,,0,
4/1/2020,US,AK,,2,,,iso1:us#iso2:us-ak,143,2,200,7567,,,,,,,,,,10,,,,0.027200936,,1.640363887,,1.058931513,0.444868153,,,,2,,,0,
4/2/2020,US,AK,,2,,,iso1:us#iso2:us-ak,146,2,221,8100,,,,,,,,,,3,,,,0.028475712,,1.503666897,,1.023164418,0.437872716,,,,2,,,0,
4/3/2020,US,AK,,2,,,iso1:us#iso2:us-ak,156,2,247,8704,,,,,,,,,,10,,,,0.030518285,,1.386498048,,0.990535481,0.447291879,,,,2,,,0,
4/4/2020,US,AK,,2,,,iso1:us#iso2:us-ak,169,3,259,9064,,,,,,,,,,13,,,,0.031888798,,1.308385482,,0.960461582,0.44442646,,,,2,,,1,
4/5/2020,US,AK,,2,,,iso1:us#iso2:us-ak,183,4,267,9340,,,,,,,,,,14,,,,0.033465683,,1.347441765,,0.932231318,0.452575835,,,,2,,,1,
4/6/2020,US,AK,,2,,,iso1:us#iso2:us-ak,189,4,280,9791,,,,,,,,,,6,,,,0.033158813,,1.347441765,,0.906116561,0.454341013,,,,2,,,0,
4/7/2020,US,AK,,2,,,iso1:us#iso2:us-ak,211,4,298,10283,,,,,,,,,,22,,,,0.030364964,,1.523195038,,0.881480829,0.449905731,,,,1,,,0,
4/8/2020,US,AK,,2,,,iso1:us#iso2:us-ak,224,5,308,10671,,,,,,,,,,13,,,,0.03362391,,1.581779463,,0.857798966,0.456742096,,,,1,,,1,
4/9/2020,US,AK,,2,,,iso1:us#iso2:us-ak,233,5,320,11231,,,,,,,,,,9,,,,0.030650155,,1.698948312,,0.834793942,0.463383075,,,,1,,,0,
4/10/2020,US,AK,,2,,,iso1:us#iso2:us-ak,244,5,329,11836,,,,,,,,,,11,,,,0.025513379,,1.718476453,,0.812450732,0.458285999,,,,1,,,0,
4/11/2020,US,AK,,2,,,iso1:us#iso2:us-ak,255,6,340,12196,,,,,,,,,,11,,,,0.025210084,,1.67942017,,0.7904003,0.458877907,,,,1,,,1,
4/12/2020,US,AK,,2,,,iso1:us#iso2:us-ak,270,6,345,12453,,,,,,,,,,15,,,,0.024443748,,1.698948312,,0.768901989,0.465083935,,,,1,,,0,
4/13/2020,US,AK,,2,,,iso1:us#iso2:us-ak,275,6,355,12840,,,,,,,,,,5,,,,0.024007682,,1.67942017,,0.748160611,0.471071455,,,,1,,,0,
4/14/2020,US,AK,,2,,,iso1:us#iso2:us-ak,283,7,365,13216,,,,,,,,,,8,,,,0.022333333,,1.406026189,,0.728260353,0.471042662,,,,1,,,1,
4/15/2020,US,AK,,2,,,iso1:us#iso2:us-ak,291,7,373,13756,,,,,,,,,,8,,,,0.020634921,,1.308385482,,0.709318373,0.476510741,,,,1,,,0,
4/16/2020,US,AK,,2,,,iso1:us#iso2:us-ak,298,7,382,14239,,,,,,,,,,7,,,,0.02019544,,1.269329199,,0.69168919,0.48737335,,,,1,,,0,
4/17/2020,US,AK,,2,,,iso1:us#iso2:us-ak,307,7,387,14736,,,,,,,,,,9,,,,0.019607843,,1.230272916,,0.676021066,0.491896348,,,,1,,,0,
4/18/2020,US,AK,,2,,,iso1:us#iso2:us-ak,312,7,388,15132,,,,,,,,,,5,,,,0.016085791,,1.113104066,,0.662495311,0.507347903,,,,1,,,0,
4/19/2020,US,AK,,2,,,iso1:us#iso2:us-ak,317,7,394,15422,,,,,,,,,,5,,,,0.016235918,,0.917822651,,0.65124605,0.527915793,,,,0,,,0,
4/20/2020,US,AK,,2,,,iso1:us#iso2:us-ak,319,7,398,15952,,,,,,,,,,2,,,,0.01362916,,0.859238227,,0.642410246,0.542013475,,,,0,,,0,
4/21/2020,US,AK,,2,,,iso1:us#iso2:us-ak,327,7,406,16700,,,,,,,,,,8,,,,0.011631206,,0.859238227,,0.636094946,0.561157053,,,,0,,,0,
4/22/2020,US,AK,,2,,,iso1:us#iso2:us-ak,333,7,409,17454,,,,,,,,,,6,,,,0.009641136,,0.820181944,,0.632320271,0.579567216,,,,0,,,0,
4/23/2020,US,AK,,2,,,iso1:us#iso2:us-ak,335,7,412,18014,,,,,,,,,,2,,,,0.007884363,,0.722541236,,0.630968372,0.603051486,,,,0,,,0,
4/24/2020,US,AK,,2,,,iso1:us#iso2:us-ak,337,7,422,18786,,,,,,,,,,2,,,,0.008567931,,0.585844245,,0.631977315,0.62585424,,,,0,,,0,
4/25/2020,US,AK,,2,,,iso1:us#iso2:us-ak,337,7,430,19384,,,,,,,,,,0,,,,0.00978109,,0.488203538,,0.63491506,0.648100197,,,,0,,,0,
4/26/2020,US,AK,,2,,,iso1:us#iso2:us-ak,339,7,430,19986,,,,,,,,,,2,,,,0.009118541,,0.429619113,,0.639671245,0.669821216,,,,0,,,0,
4/27/2020,US,AK,,2,,,iso1:us#iso2:us-ak,343,7,442,20719,,,,,,,,,,4,,,,0.009145708,,0.468675396,,0.646116085,0.685281259,,,,0,,,0,
4/28/2020,US,AK,,2,,,iso1:us#iso2:us-ak,349,7,452,21536,,,,,,,,,,6,,,,0.009422368,,0.429619113,,0.653946669,0.706114775,,,,0,,,0,
4/29/2020,US,AK,,2,,,iso1:us#iso2:us-ak,353,7,458,22416,,,,,,,,,,4,,,,0.009778487,,0.39056283,,0.662757882,0.720891705,,,,0,,,0,
4/30/2020,US,AK,,2,,,iso1:us#iso2:us-ak,353,7,461,23427,,,,,,,,,,0,,,,0.008971073,,0.351506547,,0.672493079,0.729628401,,,,0,,,0,
5/1/2020,US,AK,,2,,,iso1:us#iso2:us-ak,362,7,462,24029,,,,,,,,,,9,,,,0.007571456,,0.488203538,,0.683018073,0.732363599,,,,0,,,0,
5/2/2020,US,AK,,2,,,iso1:us#iso2:us-ak,363,7,464,24577,,,,,,,,,,1,,,,0.006504687,,0.507731679,,0.69399533,0.740741744,,,,0,,,0,
5/3/2020,US,AK,,2,,,iso1:us#iso2:us-ak,366,7,466,25179,,,,,,,,,,3,,,,0.005743825,,0.527259821,,0.705572453,0.754720224,,,,0,,,0,
5/4/2020,US,AK,,2,,,iso1:us#iso2:us-ak,368,7,471,26381,,,,,,,,,,2,,,,0.005095765,,0.488203538,,0.717436008,0.762842516,,,,0,,,0,
5/5/2020,US,AK,,2,,,iso1:us#iso2:us-ak,369,7,471,27641,,,,,,,,,,1,,,,0.003590664,,0.39056283,,0.729597239,0.770878877,,,,0,,,0,
5/6/2020,US,AK,,2,,,iso1:us#iso2:us-ak,370,8,478,28684,,,,,,,,,,1,,,,0.003180662,,0.331978406,,0.742060469,0.773054554,,,,0,,,1,
5/7/2020,US,AK,,2,,,iso1:us#iso2:us-ak,373,8,480,29583,,,,,,,,,,3,,,,0.003076923,,0.39056283,,0.755238527,0.775023879,,,,0,,,0,
5/8/2020,US,AK,,2,,,iso1:us#iso2:us-ak,376,8,483,30656,,,,,,,,,,3,,,,0.003158845,,0.273393981,,0.769149638,0.782555093,,,,0,,,0,
5/9/2020,US,AK,,2,,,iso1:us#iso2:us-ak,377,8,484,31493,,,,,,,,,,1,,,,0.002883506,,0.273393981,,0.783874091,0.789851515,,,,0,,,0,
5/10/2020,US,AK,,2,,,iso1:us#iso2:us-ak,378,8,485,32039,,,,,,,,,,1,,,,0.002762029,,0.234337698,,0.800727975,0.802306726,,,,0,,,0,
5/11/2020,US,AK,,2,,,iso1:us#iso2:us-ak,380,8,486,33211,140,,,,,,,,,2,,,,0.002191381,,0.234337698,16.33333333,0.819312873,0.796941728,,,,0,,,0,
5/12/2020,US,AK,,2,,,iso1:us#iso2:us-ak,383,8,487,34223,140,,,,,,,,,3,,,,0.00197119,,0.273393981,14,0.840343184,0.808191308,,,,0,,,0,
5/13/2020,US,AK,,2,,,iso1:us#iso2:us-ak,383,8,495,35615,140,,,,,,,,,0,,,,0.002446747,,0.25386584,15.07692308,0.864193045,0.807079949,,,,0,,,0,
5/14/2020,US,AK,,2,,,iso1:us#iso2:us-ak,387,8,499,37022,140,,,,,,,,,4,,,,0.0025476,,0.273393981,14,0.891541176,0.810732229,,,,0,,,0,
5/15/2020,US,AK,,2,,,iso1:us#iso2:us-ak,388,8,502,38031,140,,,,,,,,,1,,,,0.002569651,,0.234337698,16.33333333,0.922493799,0.801796976,,,,0,,,0,
5/16/2020,US,AK,,2,,,iso1:us#iso2:us-ak,392,8,512,39025,140,,,,,,,,,4,,,,0.003703704,,0.292922123,13.06666667,0.956528297,0.791972063,,,,0,,,0,
5/17/2020,US,AK,,2,,,iso1:us#iso2:us-ak,396,8,515,39877,140,,,,,,,,,4,,,,0.003812913,,0.351506547,10.88888889,0.99347002,0.781307906,,,,0,,,0,
5/18/2020,US,AK,,2,,,iso1:us#iso2:us-ak,399,8,516,42078,140,,,,,,,,,3,,,,0.003371923,,0.371034689,10.31578947,1.033223354,0.764058604,,,,0,,,0,
5/19/2020,US,AK,,2,,,iso1:us#iso2:us-ak,399,8,526,44253,145,,,,,,,,,0,,,,0.003873274,,0.312450264,12.6875,1.075164557,0.76927173,,,,0,,,0,
5/20/2020,US,AK,,2,,,iso1:us#iso2:us-ak,402,8,528,46508,145,,,,,,,,,3,,,,0.003020319,,0.371034689,10.68421053,1.118742794,0.756691777,,,,0,,,0,
5/21/2020,US,AK,,2,,,iso1:us#iso2:us-ak,402,8,529,48049,145,,,,,,,,,0,,,,0.002713213,,0.292922123,13.53333333,1.16272614,0.738221376,,,,0,,,0,
5/22/2020,US,AK,,2,,,iso1:us#iso2:us-ak,404,8,534,49378,145,,,,,,,,,2,,,,0.002812198,,0.312450264,12.6875,1.205972273,0.754604806,,,,0,,,0,
5/23/2020,US,AK,,2,,,iso1:us#iso2:us-ak,409,8,535,50172,145,,,,,,,,,5,,,,0.002059087,,0.331978406,11.94117647,1.247541371,0.731057835,,,,0,,,0,
5/24/2020,US,AK,,2,,,iso1:us#iso2:us-ak,409,8,535,50961,145,,,,,,,,,0,,,,0.001980911,,0.25386584,15.61538462,1.285610426,0.720068246,,,,0,,,0,
5/25/2020,US,AK,,2,,,iso1:us#iso2:us-ak,412,8,540,51791,145,,,,,,,,,3,,,,0.002464825,,0.25386584,15.61538462,1.31893422,0.704674993,,,,0,,,0,
5/26/2020,US,AK,,2,,,iso1:us#iso2:us-ak,416,8,552,53630,145,,,,,,,,,4,,,,0.002765075,,0.331978406,11.94117647,1.346111326,0.685282633,,,,0,,,0,
5/27/2020,US,AK,,2,,,iso1:us#iso2:us-ak,417,8,559,55638,145,,,,,,,,,1,,,,0.00338391,,0.292922123,13.53333333,1.366618662,0.650495161,,,,0,,,0,
5/28/2020,US,AK,,2,,,iso1:us#iso2:us-ak,430,8,565,57200,145,,,,,,,,,13,,,,0.003918581,,0.546787962,7.25,1.379786585,0.60627939,,,,0,,,0,
5/29/2020,US,AK,,2,,,iso1:us#iso2:us-ak,436,8,589,58909,145,,,,,,,,,6,,,,0.005737534,,0.624900529,6.34375,1.385242322,0.564289936,,,,0,,,0,
5/30/2020,US,AK,,2,,,iso1:us#iso2:us-ak,441,8,596,60257,145,,,,,,,,,5,,,,0.006012222,,0.624900529,6.34375,1.383295492,0.535984424,,,,0,,,0,
5/31/2020,US,AK,,2,,,iso1:us#iso2:us-ak,469,8,614,61460,145,,,,,,,,,28,,,,0.007280635,,1.171688491,3.383333333,1.374175888,0.492429005,,,,2,,,0,
6/1/2020,US,AK,,2,,,iso1:us#iso2:us-ak,476,8,639,63493,145,,,,,,,,,7,,,,0.00838912,,1.249801057,3.171875,1.357969208,0.462466455,,,,2,,,0,
6/2/2020,US,AK,,2,,,iso1:us#iso2:us-ak,497,8,658,65379,125,,,,,,,,,21,,,,0.008941375,,1.581779463,2.160493827,1.336325273,0.434073504,,,,2,,,0,
6/3/2020,US,AK,,2,,,iso1:us#iso2:us-ak,516,8,675,67245,125,,,,,,,,,19,,,,0.009895078,,1.93328601,1.767676768,1.310416349,0.40691175,,,,2,,,0,
6/4/2020,US,AK,,2,,,iso1:us#iso2:us-ak,542,8,686,69410,130,,,,,,,,,26,,,,0.009812667,,2.18715185,1.625,1.281076361,0.392287464,,,,2,,,0,
6/5/2020,US,AK,,2,,,iso1:us#iso2:us-ak,565,8,696,71175,130,,,,,,,,,23,,,,0.008647862,,2.519130256,1.410852713,1.250159855,0.372344777,,,,2,,,0,
6/6/2020,US,AK,,2,,,iso1:us#iso2:us-ak,579,8,700,72046,130,,,,,,,,,14,,,,0.00874464,,2.694883529,1.31884058,1.218703438,0.352557949,,,,2,,,0,
6/7/2020,US,AK,,2,,,iso1:us#iso2:us-ak,588,8,703,72695,130,,,,,,,,,9,,,,0.007859414,,2.32384884,1.529411765,1.187971653,0.338335441,,,,2,,,0,
6/8/2020,US,AK,,2,,,iso1:us#iso2:us-ak,607,8,717,74264,130,,,,,,,,,19,,,,0.007189603,,2.558186539,1.389312977,1.15918386,0.340872258,,,,2,,,0,
6/9/2020,US,AK,,2,,,iso1:us#iso2:us-ak,620,9,736,75848,130,,,,,,,,,13,,,,0.007395468,,2.401961407,1.479674797,1.133640636,0.336698947,,,,2,,,1,
6/10/2020,US,AK,,2,,,iso1:us#iso2:us-ak,642,9,782,78049,130,,,,,,,,,22,,,,0.009806617,,2.460545831,1.444444444,1.112513917,0.325477197,,,,2,,,0,
6/11/2020,US,AK,,2,,,iso1:us#iso2:us-ak,666,9,816,80798,127,,,,,,,,,24,,,,0.011286682,,2.421489548,1.433870968,1.096203465,0.330185619,,,,2,,,0,
6/12/2020,US,AK,,2,,,iso1:us#iso2:us-ak,688,10,883,83513,127,,,,,,,,,22,,,,0.01493014,,2.401961407,1.445528455,1.085011197,0.321869543,,,,2,,,1,
6/13/2020,US,AK,,2,,,iso1:us#iso2:us-ak,722,10,903,85392,127,,,,,,,,,34,,,,0.014982656,,2.792524237,1.243356643,1.078831866,0.312106357,,,,2,,,0,
6/14/2020,US,AK,,2,,,iso1:us#iso2:us-ak,734,10,919,87018,127,,,,,,,,,12,,,,0.014856593,,2.851108661,1.217808219,1.077216233,0.31257275,,,,2,,,0,
6/15/2020,US,AK,,2,,,iso1:us#iso2:us-ak,738,10,968,90478,127,,,,,,,,,4,,,,0.015244458,,2.558186539,1.357251908,1.079664016,0.311866136,,,,2,,,0,
6/16/2020,US,AK,,2,,,iso1:us#iso2:us-ak,751,10,998,94531,127,,,,,,,,,13,,,,0.013829506,,2.558186539,1.357251908,1.085802814,0.321641023,,,,2,,,0,
6/17/2020,US,AK,,2,,,iso1:us#iso2:us-ak,776,10,1042,97849,127,,,,,,,,,25,,,,0.012961117,,2.616770963,1.326865672,1.094940884,0.319003089,,,,2,,,0,
6/18/2020,US,AK,,2,,,iso1:us#iso2:us-ak,795,10,1103,100777,131,,,,,,,,,19,,,,0.01416165,,2.519130256,1.421705426,1.106735409,0.315598303,,,,1,,,0,
6/19/2020,US,AK,,2,,,iso1:us#iso2:us-ak,821,10,1135,103687,131,,,,,,,,,26,,,,0.012337217,,2.597242822,1.378947368,1.120424522,0.317420099,,,,1,,,0,
6/20/2020,US,AK,,2,,,iso1:us#iso2:us-ak,845,10,1152,106042,131,,,,,,,,,24,,,,0.011914446,,2.401961407,1.491056911,1.135285617,0.307356568,,,,1,,,0,
6/21/2020,US,AK,,2,,,iso1:us#iso2:us-ak,859,10,1169,108427,131,,,,,,,,,14,,,,0.011542546,,2.44101769,1.4672,1.150537437,0.308727249,,,,1,,,0,
6/22/2020,US,AK,,2,,,iso1:us#iso2:us-ak,869,10,1229,112239,131,,,,,,,,,10,,,,0.011851785,,2.558186539,1.4,1.165307867,0.304463394,,,,1,,,0,
6/23/2020,US,AK,,2,,,iso1:us#iso2:us-ak,905,10,1256,115927,139,,,,,,,,,36,,,,0.011914658,,3.007333794,1.263636364,1.179168404,0.300462201,,,,1,,,0,
6/24/2020,US,AK,,2,,,iso1:us#iso2:us-ak,926,10,1301,119871,139,,,,,,,,,21,,,,0.011624254,,2.929221227,1.297333333,1.191702163,0.302617519,,,,1,,,0,
6/25/2020,US,AK,,2,,,iso1:us#iso2:us-ak,971,10,1350,123629,139,,,,,,,,,45,,,,0.010693104,,3.436952907,1.105681818,1.202657623,0.29945495,,,,2,,,0,
6/26/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1001,12,1409,127634,139,,,,,,,,,30,,,,0.011312497,,3.515065473,1.081111111,1.211984503,0.285215507,,,,2,,,2,
6/27/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1027,12,1429,129752,139,,,,,,,,,26,,,,0.011547922,,3.554121756,1.069230769,1.219187073,0.271589298,,,,2,,,0,
6/28/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1060,12,1469,132194,139,,,,,,,,,33,,,,0.012465201,,3.925156445,0.968159204,1.224733247,0.252667748,,,,2,,,0,
6/29/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1085,12,1564,137108,139,,,,,,,,,25,,,,0.013291541,,4.218078568,0.900925926,1.228473956,0.245814395,,,,2,,,0,
6/30/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1132,12,1633,141519,139,,,,,,,,,47,,,,0.014517309,,4.432888124,0.857268722,1.230933862,0.233557276,,,,2,,,0,
7/1/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1174,12,1715,146925,139,,,,,,,,,42,,,,0.015072084,,4.842979096,0.784677419,1.232424497,0.227353464,,,,2,,,0,
7/2/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1224,12,1799,150344,139,,,,,,,,,50,,,,0.01652923,,4.940619804,0.76916996,1.233073286,0.221392672,,,,2,,,0,
7/3/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1284,13,1844,154167,139,,,,,,,,,60,,,,0.016130228,,5.526464049,0.687632509,1.233103113,0.221384062,,,,2,,,1,
7/4/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1339,14,1862,156488,139,,,,,,,,,55,,,,0.015937281,,6.092780153,0.623717949,1.232734293,0.215717029,,,,2,,,1,
7/5/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1371,14,1871,157573,139,,,,,,,,,32,,,,0.015592878,,6.073252012,0.625723473,1.232546621,0.204224199,,,,2,,,0,
7/6/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1401,14,1948,160567,139,,,,,,,,,30,,,,0.016105356,,6.170892719,0.615822785,1.232387106,0.204270247,,,,2,,,0,
7/7/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1423,15,2030,164884,143,,,,,,,,,22,,,,0.016707348,,5.682689181,0.687972509,1.232169409,0.204333091,,,,2,,,1,
7/8/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1472,15,2123,171918,150,,,,,,,,,49,,,,0.01606236,,5.819386172,0.704697987,1.232054208,0.198592844,,,,2,,,0,
7/9/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1521,15,2287,177112,150,,,,,,,,,49,,,,0.017904315,,5.79985803,0.707070707,1.232047306,0.192821334,,,,2,,,0,
7/10/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1579,15,2426,182220,150,,,,,,,,,58,,,,0.020324777,,5.760801747,0.711864407,1.232211122,0.192774044,,,,2,,,0,
7/11/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1656,15,2535,186410,150,,,,,,,,,77,,,,0.021997058,,6.190420861,0.662460568,1.232491973,0.192692969,,,,2,,,0,
7/12/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1772,15,2585,189646,150,,,,,,,,,116,,,,0.021776924,,7.830784748,0.523690773,1.232478205,0.192696944,,,,2,,,0,
7/13/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1843,15,2672,193806,150,,,,,,,,,71,,,,0.021317316,,8.63143855,0.475113122,1.231853513,0.181330272,,,,2,,,0,
7/14/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1897,15,2765,198563,150,,,,,,,,,54,,,,0.021357587,,9.256339079,0.443037975,1.230441483,0.170190884,,,,2,,,0,
7/15/2020,US,AK,,2,,,iso1:us#iso2:us-ak,1958,15,2851,203791,150,,,,,,,,,61,,,,0.022330603,,9.490676777,0.432098765,1.227943317,0.16513854,,,,2,,,0,
7/16/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2034,15,2956,208281,150,,,,,,,,,76,,,,0.021012626,,10.0179366,0.409356725,1.22405713,0.166260386,,,,2,,,0,
7/17/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2083,15,3063,214304,150,,,,,,,,,49,,,,0.01946762,,9.842183324,0.416666667,1.218729133,0.173571948,,,,2,,,0,
7/18/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2157,16,3354,219804,150,,,,,,,,,74,,,,0.023938269,,9.7835989,0.419161677,1.211849672,0.164010872,,,,2,,,1,
7/19/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2275,16,3490,223773,150,,,,,,,,,118,,,,0.025833524,,9.822655183,0.41749503,1.20311312,0.160759395,,,,2,,,0,
7/20/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2412,16,3630,229315,150,,,,,,,,,137,,,,0.026270327,,11.11151252,0.369068541,1.192405411,0.158076942,,,,2,,,0,
7/21/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2523,16,3900,234755,172,,,,,,,,,111,,,,0.030406944,,12.22461659,0.384664537,1.1795716,0.156008241,,,,2,,,0,
7/22/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2617,17,4116,241251,172,,,,,,,,,94,,,,0.032666236,,12.86904526,0.365402124,1.164666415,0.148763992,,,,2,,,1,
7/23/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2682,17,4508,247159,172,,,,,,,,,65,,,,0.038387336,,12.6542357,0.371604938,1.147341339,0.153765311,,,,2,,,0,
7/24/2020,US,AK,,2,,,iso1:us#iso2:us-ak,2746,17,4710,252951,172,,,,,,,,,64,,,,0.040874572,,12.94715783,0.363197587,1.127782514,0.159411457,,,,2,,,0,
